id,choice,combo,cage
T17,purple,red-purple,1A
T17,purple,red-purple,1A
T17,red,red-purple,1A
T17,purple,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T17,red,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T17,red,red-purple,1A
T12,purple,red-purple,1A
T12,red,red-purple,1A
T17,purple,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T10,red,red-purple,1A
T12,red,red-purple,1A
T10,purple,red-purple,1A
T12,red,red-purple,1A
T17,purple,red-purple,1A
T12,red,red-purple,1A
T17,red,red-purple,1A
T12,red,red-purple,1A
T10,red,red-purple,1A
T10,red,red-purple,1A
T10,red,red-purple,1A
T10,red,red-purple,1A
T17,red,red-purple,1A
T17,purple,red-purple,1A
T12,red,red-purple,1A
T17,red,red-purple,1A
T17,red,red-purple,1A
T12,red,red-purple,1A
T17,red,red-purple,1A
T10,red,red-purple,1A
T12,red,red-purple,1A
T10,red,red-purple,1A
T12,red,red-purple,1A
T10,red,red-purple,1A
T17,red,red-purple,1A
T17,purple,red-purple,1A
T12,red,red-purple,1A
T17,purple,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T10,red,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T17,purple,red-purple,1A
T12,red,red-purple,1A
T10,red,red-purple,1A
T10,red,red-purple,1A
T12,red,red-purple,1A
T10,red,red-purple,1A
T17,purple,red-purple,1A
T17,purple,red-purple,1A
T17,red,red-purple,1A
T12,red,red-purple,1A
T17,purple,red-purple,1A
T10,red,red-purple,1A
T10,red,red-purple,1A
T17,red,red-purple,1A
T10,red,red-purple,1A
T10,red,red-purple,1A
T10,red,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T12,red,red-purple,1A
T11,purple,red-purple,1A
T11,red,red-purple,1A
T11,red,red-purple,1A
T12,red,red-purple,1A
T11,red,red-purple,1A
T11,purple,red-purple,1A
T11,red,red-purple,1A
T11,purple,red-purple,1A
T11,red,red-purple,1A
T11,purple,red-purple,1A
T17,purple,red-purple,1A
T17,red,red-purple,1A
T17,red,red-purple,1A
T17,red,red-purple,1A
T17,purple,red-purple,1A
T17,red,red-purple,1A
T12,red,red-purple,1A
T11,purple,red-purple,1A
T17,purple,red-purple,1A
T12,red,red-purple,1A
T17,red,red-purple,1A
T11,purple,red-purple,1A
T17,purple,red-purple,1A
T17,red,red-purple,1A
T17,purple,red-purple,1A
T10,red,red-purple,1A
T17,purple,red-purple,1A
T17,purple,red-purple,1A
T10,red,red-purple,1A
T17,red,red-purple,1A
T17,purple,red-purple,1A
T12,red,red-purple,1A
T17,purple,red-purple,1A
T17,red,red-purple,1A
T17,purple,red-purple,1A
T17,purple,red-purple,1A
T10,red,red-purple,1A
T10,purple,red-purple,1A
T10,red,red-purple,1A
T17,purple,red-purple,1A
T11,purple,red-purple,1A
T10,red,red-purple,1A
T3,orange,orange-purple,2A
T3,purple,orange-purple,2A
T3,purple,orange-purple,2A
T3,purple,orange-purple,2A
T3,purple,orange-purple,2A
T3,orange,orange-purple,2A
T3,orange,orange-purple,2A
T3,orange,orange-purple,2A
W2,orange,orange-purple,2A
W2,orange,orange-purple,2A
W2,orange,orange-purple,2A
W2,orange,orange-purple,2A
W2,orange,orange-purple,2A
W2,orange,orange-purple,2A
W2,orange,orange-purple,2A
T6,orange,orange-purple,2A
T6,orange,orange-purple,2A
T6,orange,orange-purple,2A
T6,orange,orange-purple,2A
T6,orange,orange-purple,2A
T6,orange,orange-purple,2A
T6,purple,orange-purple,2A
T3,purple,orange-purple,2A
W2,orange,orange-purple,2A
T5,purple,orange-purple,2A
T5,purple,orange-purple,2A
T5,purple,orange-purple,2A
T5,purple,orange-purple,2A
T5,purple,orange-purple,2A
T5,purple,orange-purple,2A
T5,purple,orange-purple,2A
T5,purple,orange-purple,2A
T5,purple,orange-purple,2A
T5,purple,orange-purple,2A
T5,purple,orange-purple,2A
T5,purple,orange-purple,2A
T5,purple,orange-purple,2A
T8,purple,orange-purple,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T6,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
W2,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
T3,red,red-yellow,2A
W2,yellow,red-yellow,2A
W2,red,red-yellow,2A
T8,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T6,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
W2,red,red-yellow,2A
T3,red,red-yellow,2A
T6,yellow,red-yellow,2A
T3,red,red-yellow,2A
T8,yellow,red-yellow,2A
T6,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
T6,yellow,red-yellow,2A
T8,red,red-yellow,2A
W2,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
T3,red,red-yellow,2A
T6,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
T3,red,red-yellow,2A
W2,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T6,red,red-yellow,2A
W2,red,red-yellow,2A
T8,yellow,red-yellow,2A
T3,red,red-yellow,2A
W2,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
W2,red,red-yellow,2A
T8,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
W2,red,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
W2,red,red-yellow,2A
T3,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
T3,red,red-yellow,2A
W2,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
W2,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
W2,red,red-yellow,2A
T8,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
W2,red,red-yellow,2A
T3,yellow,red-yellow,2A
T8,red,red-yellow,2A
W2,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
W2,red,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
W2,red,red-yellow,2A
T3,yellow,red-yellow,2A
W2,red,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
W2,red,red-yellow,2A
T3,red,red-yellow,2A
W2,red,red-yellow,2A
W2,red,red-yellow,2A
W2,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
W2,red,red-yellow,2A
T6,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
W2,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T5,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T6,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
W2,red,red-yellow,2A
T6,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T4,red,red-yellow,2A
W2,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
W2,red,red-yellow,2A
W2,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
W2,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,red,red-yellow,2A
T3,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
T8,yellow,red-yellow,2A
T3,yellow,red-yellow,2A
T3,yellow,lblue-yellow,2A
T3,lblue,lblue-yellow,2A
T3,yellow,lblue-yellow,2A
T3,yellow,lblue-yellow,2A
T3,lblue,lblue-yellow,2A
T8,yellow,lblue-yellow,2A
T3,yellow,lblue-yellow,2A
T8,yellow,lblue-yellow,2A
T3,yellow,lblue-yellow,2A
T8,yellow,lblue-yellow,2A
T3,yellow,lblue-yellow,2A
T8,yellow,lblue-yellow,2A
T5,yellow,lblue-yellow,2A
T8,yellow,lblue-yellow,2A
T3,yellow,lblue-yellow,2A
T5,yellow,lblue-yellow,2A
T3,yellow,lblue-yellow,2A
T5,yellow,lblue-yellow,2A
T5,lblue,lblue-yellow,2A
T8,yellow,lblue-yellow,2A
T5,yellow,lblue-yellow,2A
T3,yellow,lblue-yellow,2A
T5,yellow,lblue-yellow,2A
T5,lblue,lblue-yellow,2A
T5,yellow,lblue-yellow,2A
T5,lblue,lblue-yellow,2A
T4,yellow,lblue-yellow,2A
T5,lblue,lblue-yellow,2A
T3,lblue,lblue-yellow,2A
T3,yellow,lblue-yellow,2A
T6,lblue,lblue-yellow,2A
T6,yellow,lblue-yellow,2A
T6,yellow,lblue-yellow,2A
T6,yellow,lblue-yellow,2A
T6,yellow,lblue-yellow,2A
T6,lblue,lblue-yellow,2A
T4,yellow,lblue-yellow,2A
T6,yellow,lblue-yellow,2A
T3,yellow,lblue-yellow,2A
T6,yellow,lblue-yellow,2A
T6,lblue,lblue-yellow,2A
T3,blue,blue-purple,2A
T3,blue,blue-purple,2A
T3,blue,blue-purple,2A
T8,purple,blue-purple,2A
T3,purple,blue-purple,2A
T8,blue,blue-purple,2A
T3,blue,blue-purple,2A
W2,blue,blue-purple,2A
T3,blue,blue-purple,2A
W2,purple,blue-purple,2A
W2,blue,blue-purple,2A
W2,purple,blue-purple,2A
T3,blue,blue-purple,2A
T8,blue,blue-purple,2A
T8,blue,blue-purple,2A
T3,blue,blue-purple,2A
W2,blue,blue-purple,2A
T8,blue,blue-purple,2A
T8,blue,blue-purple,2A
W2,blue,blue-purple,2A
T8,blue,blue-purple,2A
W2,blue,blue-purple,2A
T8,purple,blue-purple,2A
T8,blue,blue-purple,2A
T8,blue,blue-purple,2A
T8,blue,blue-purple,2A
T6,blue,blue-purple,2A
T5,blue,blue-purple,2A
T5,blue,blue-purple,2A
T5,purple,blue-purple,2A
T5,blue,blue-purple,2A
T5,blue,blue-purple,2A
T5,blue,blue-purple,2A
T5,blue,blue-purple,2A
T5,blue,blue-purple,2A
W2,blue,blue-purple,2A
W2,blue,blue-purple,2A
T20,blue,blue-purple,3A
T24,blue,blue-purple,3A
T20,blue,blue-purple,3A
T24,blue,blue-purple,3A
T20,blue,blue-purple,3A
T20,blue,blue-purple,3A
T20,blue,blue-purple,3A
T20,blue,blue-purple,3A
T20,purple,blue-purple,3A
T20,blue,blue-purple,3A
T20,purple,blue-purple,3A
T24,blue,blue-purple,3A
T24,blue,blue-purple,3A
T20,blue,blue-purple,3A
T20,purple,blue-purple,3A
T24,blue,blue-purple,3A
T20,purple,blue-purple,3A
T24,blue,blue-purple,3A
T20,blue,blue-purple,3A
T20,blue,blue-purple,3A
T20,purple,blue-purple,3A
T24,blue,blue-purple,3A
T21,blue,blue-purple,3A
T21,blue,blue-purple,3A
T20,blue,blue-purple,3A
T24,blue,blue-purple,3A
T24,blue,blue-purple,3A
T21,blue,blue-purple,3A
T20,blue,blue-purple,3A
T24,purple,blue-purple,3A
T24,blue,blue-purple,3A
T21,blue,blue-purple,3A
T21,blue,blue-purple,3A
T20,blue,blue-purple,3A
T21,blue,blue-purple,3A
T20,purple,blue-purple,3A
T20,blue,blue-purple,3A
T21,blue,blue-purple,3A
T20,purple,blue-purple,3A
T21,blue,blue-purple,3A
T21,blue,blue-purple,3A
T21,blue,blue-purple,3A
T20,blue,blue-purple,3A
T20,purple,blue-purple,3A
T21,blue,blue-purple,3A
T20,blue,blue-purple,3A
T21,blue,blue-purple,3A
T20,purple,blue-purple,3A
T21,blue,blue-purple,3A
T20,blue,blue-purple,3A
T20,blue,blue-purple,3A
T21,blue,blue-purple,3A
T20,blue,blue-purple,3A
T21,blue,blue-purple,3A
T20,blue,blue-purple,3A
T20,blue,blue-purple,3A
T21,blue,blue-purple,3A
T21,blue,blue-purple,3A
T21,blue,blue-purple,3A
T20,purple,blue-purple,3A
T20,blue,blue-purple,3A
T20,purple,blue-purple,3A
T20,blue,blue-purple,3A
T20,blue,blue-purple,3A
T20,blue,blue-purple,3A
T20,blue,blue-purple,3A
T21,blue,blue-purple,3A
T20,blue,blue-purple,3A
T21,blue,blue-purple,3A
T20,blue,blue-purple,3A
T21,purple,blue-purple,3A
T21,blue,blue-purple,3A
T21,blue,blue-purple,3A
T18,blue,blue-purple,3A
T21,blue,blue-purple,3A
T18,blue,blue-purple,3A
T18,blue,blue-purple,3A
T18,blue,blue-purple,3A
T18,blue,blue-purple,3A
T21,blue,blue-purple,3A
T21,blue,blue-purple,3A
T18,blue,blue-purple,3A
T18,blue,blue-purple,3A
T18,blue,blue-purple,3A
T21,purple,blue-purple,3A
T18,purple,blue-purple,3A
T21,blue,blue-purple,3A
T18,blue,blue-purple,3A
T18,blue,blue-purple,3A
T21,purple,blue-purple,3A
T18,blue,blue-purple,3A
T21,blue,blue-purple,3A
T18,blue,blue-purple,3A
T21,blue,blue-purple,3A
T21,blue,blue-purple,3A
T18,blue,blue-purple,3A
T18,blue,blue-purple,3A
T18,blue,blue-purple,3A
T18,blue,blue-purple,3A
T18,blue,blue-purple,3A
T24,blue,blue-purple,3A
T24,blue,blue-purple,3A
T24,blue,blue-purple,3A
T25,blue,blue-purple,3A
T25,blue,blue-purple,3A
T25,purple,blue-purple,3A
T25,blue,blue-purple,3A
T24,blue,blue-purple,3A
T25,blue,blue-purple,3A
T25,purple,blue-purple,3A
T25,purple,blue-purple,3A
T25,purple,blue-purple,3A
T25,blue,blue-purple,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T21,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T18,yellow,lblue-yellow,3A
T18,lblue,lblue-yellow,3A
T18,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,lblue,lblue-yellow,3A
T18,lblue,lblue-yellow,3A
T18,yellow,lblue-yellow,3A
T18,yellow,lblue-yellow,3A
T18,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T18,lblue,lblue-yellow,3A
T18,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T18,yellow,lblue-yellow,3A
T18,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T21,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T21,lblue,lblue-yellow,3A
T21,lblue,lblue-yellow,3A
T21,lblue,lblue-yellow,3A
T21,lblue,lblue-yellow,3A
T21,yellow,lblue-yellow,3A
T21,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T19,lblue,lblue-yellow,3A
T19,lblue,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T18,yellow,lblue-yellow,3A
T18,yellow,lblue-yellow,3A
T18,yellow,lblue-yellow,3A
T18,yellow,lblue-yellow,3A
T18,yellow,lblue-yellow,3A
T25,lblue,lblue-yellow,3A
T25,lblue,lblue-yellow,3A
T25,lblue,lblue-yellow,3A
T25,yellow,lblue-yellow,3A
T25,lblue,lblue-yellow,3A
T25,lblue,lblue-yellow,3A
T25,lblue,lblue-yellow,3A
T24,yellow,lblue-yellow,3A
T24,lblue,lblue-yellow,3A
T24,lblue,lblue-yellow,3A
T24,lblue,lblue-yellow,3A
T24,yellow,lblue-yellow,3A
T24,lblue,lblue-yellow,3A
T24,yellow,lblue-yellow,3A
T24,lblue,lblue-yellow,3A
T24,lblue,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T23,yellow,lblue-yellow,3A
T20,lblue,lblue-yellow,3A
M8,yellow,blue-yellow,2B
M1,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M8,yellow,blue-yellow,2B
M8,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M1,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M8,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M8,yellow,blue-yellow,2B
M1,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M1,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M8,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M1,blue,blue-yellow,2B
M7,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M8,yellow,blue-yellow,2B
M1,yellow,blue-yellow,2B
M3,yellow,blue-yellow,2B
M8,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M1,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M3,blue,blue-yellow,2B
M11,yellow,blue-yellow,2B
M1,blue,blue-yellow,2B
M1,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M1,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M1,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M1,yellow,blue-yellow,2B
M11,blue,blue-yellow,2B
M7,yellow,blue-yellow,2B
M1,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M8,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M11,blue,blue-yellow,2B
M11,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M11,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M10,yellow,blue-yellow,2B
M8,yellow,blue-yellow,2B
M5,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
M7,yellow,blue-yellow,2B
